"X","Y"
6.643126,53.010541
6.657402,53.009537
6.671663,53.008531
6.685923,53.007524
6.700183,53.006515
6.714456,53.005504
6.728715,53.004491
6.742972,53.003477
6.757229,53.002452
6.771485,53.001435
6.785755,53.000415
6.80001,52.999385
6.814264,52.998363
6.828517,52.997329
6.842769,52.996303
6.857021,52.995267
6.871287,52.994237
6.885538,52.993197
6.899787,52.992155
6.914036,52.991112
6.928285,52.990075
6.942532,52.989028
6.956779,52.98798
6.971025,52.986929
6.985271,52.985878
6.999515,52.984824
7.013759,52.98376
7.028002,52.982703
7.042245,52.981644
7.056487,52.980584
7.070728,52.979513
7.084968,52.978449
7.099208,52.977383
7.113446,52.976307
7.127685,52.975238
7.141922,52.974159
7.156159,52.973077
7.170395,52.972003
7.18463,52.970919
7.198864,52.969833
7.213098,52.968745
7.227316,52.967664
7.241548,52.966573
7.25578,52.96548
7.27001,52.964385
7.28424,52.963289
7.298469,52.962181
7.312683,52.961082
7.32691,52.959981
4.623044,53.121864
4.637397,53.121164
4.651765,53.120462
4.666132,53.119758
4.680484,53.119052
4.694851,53.118345
4.709202,53.117636
4.723568,53.116917
4.737918,53.116205
4.752283,53.115491
4.766632,53.114766
4.780981,53.114048
4.795344,53.11332
4.809692,53.112599
4.824054,53.111868
4.838401,53.111143
4.852763,53.110408
4.867109,53.109672
4.881455,53.108933
4.895814,53.108202
4.910159,53.10746
4.924518,53.106716
4.938862,53.105971
4.953205,53.105224
4.967562,53.104475
4.981905,53.103725
4.996246,53.102964
5.010603,53.10221
5.024943,53.101454
5.154017,53.094531
5.168353,53.093759
5.182703,53.092975
5.197038,53.09219
5.211372,53.091403
5.225706,53.090615
5.240039,53.089824
5.254386,53.089032
5.268719,53.088239
5.28305,53.087443
5.297381,53.086637
5.311712,53.085838
5.326042,53.085037
5.340371,53.084235
5.3547,53.083422
5.369029,53.082616
5.383372,53.0818
5.397699,53.080991
5.412026,53.080171
5.426352,53.07935
5.440678,53.078535
5.455003,53.07771
5.469328,53.076883
5.483652,53.076056
5.497975,53.075225
5.512298,53.074394
5.526621,53.07356
5.540943,53.072725
5.555264,53.071888
5.569585,53.071049
5.583905,53.070209
5.59821,53.069367
5.612529,53.068514
5.626848,53.067669
5.641166,53.066822
5.655483,53.065963
5.6698,53.065113
5.684116,53.064252
5.698432,53.063398
5.712747,53.062533
5.727047,53.061667
5.741361,53.060798
5.755674,53.059938
5.769987,53.059066
5.784299,53.058193
5.798596,53.057318
5.812907,53.056441
5.827218,53.055563
5.841528,53.054683
5.855837,53.053801
5.870131,53.052918
5.884439,53.052024
5.898747,53.051137
5.913039,53.050248
5.927345,53.049349
5.941651,53.048457
5.955956,53.047563
5.970246,53.046659
5.98455,53.045753
5.998853,53.044854
6.013141,53.043944
6.027443,53.043034
6.041745,53.042129
6.056031,53.041215
6.070331,53.040299
6.084616,53.039381
6.098915,53.038461
6.113213,53.03754
6.127496,53.036616
6.141793,53.035691
6.156075,53.034765
6.170371,53.033828
6.184651,53.032898
6.198946,53.031966
6.213225,53.031024
6.227519,53.030089
6.241797,53.029153
6.256089,53.028205
6.270365,53.027265
6.284656,53.026314
6.298932,53.025362
6.313221,53.024417
6.327495,53.023461
6.341784,53.022503
6.356056,53.021544
6.370328,53.020583
6.384615,53.019621
6.398886,53.018656
6.413171,53.01769
6.42744,53.016722
6.441709,53.015753
6.455992,53.014782
6.47026,53.013809
6.484527,53.012825
6.498808,53.011849
6.513073,53.010862
6.527338,53.009883
6.541617,53.008901
6.555881,53.007909
6.570143,53.006916
6.584421,53.005929
6.598682,53.004932
6.612943,53.003933
6.627203,53.002933
6.641478,53.001939
6.655736,53.000936
6.669994,52.99993
6.684252,52.998923
6.698509,52.997914
6.71278,52.996903
6.727035,52.995891
6.741289,52.994868
6.755543,52.993852
6.769797,52.992835
6.784049,52.991816
6.798301,52.990786
6.812567,52.989764
6.826818,52.98873
6.841068,52.987704
6.855317,52.986668
6.869565,52.98563
6.883813,52.984599
6.89806,52.983557
6.912306,52.982514
6.926551,52.981469
6.940796,52.980431
6.95504,52.979383
6.969284,52.978333
6.983526,52.977281
6.997769,52.976227
7.012009,52.975163
7.02625,52.974106
7.04049,52.973048
7.054729,52.971988
7.068967,52.970917
7.083205,52.969854
7.097442,52.968788
7.111678,52.967712
7.125913,52.966644
7.140133,52.965564
7.154367,52.964492
7.1686,52.96341
7.182832,52.962325
7.197064,52.96124
7.211295,52.960161
7.225525,52.959071
7.23974,52.95798
7.253968,52.956887
7.268196,52.955793
7.282423,52.954697
7.29665,52.953599
7.31086,52.9525
7.325085,52.951389
4.621881,53.11322
4.636247,53.11252
4.650597,53.111818
4.664947,53.111114
4.679311,53.110409
4.693659,53.109702
4.708023,53.108994
4.722371,53.108283
4.736733,53.107571
4.75108,53.106848
4.765441,53.106132
4.779787,53.105406
4.794133,53.104687
4.808493,53.103957
4.822837,53.103235
4.837197,53.102502
4.85154,53.101776
4.865883,53.101039
4.880241,53.100301
4.894583,53.099561
4.908925,53.098819
4.923281,53.098075
4.937622,53.097339
4.951962,53.096583
4.966317,53.095835
4.980657,53.095085
4.994996,53.094332
5.009334,53.093579
5.023687,53.092823
5.124053,53.087451
5.138387,53.086682
5.152735,53.085902
5.167068,53.08512
5.181401,53.084346
5.195732,53.083561
5.210064,53.082774
5.224395,53.081986
5.238725,53.081196
5.253055,53.080404
5.267399,53.07961
5.281728,53.078815
5.296056,53.078009
5.310384,53.07721
5.324711,53.07641
5.339038,53.075599
5.353364,53.074795
5.367689,53.073989
5.382015,53.073173
5.396339,53.072364
5.410663,53.071544
5.424987,53.070723
5.43931,53.069909
5.453632,53.069084
5.467954,53.068258
5.482275,53.067429
5.496596,53.066599
5.510916,53.065768
5.525236,53.064934
5.539555,53.064099
5.553873,53.063263
5.568177,53.062424
5.582494,53.061584
5.596811,53.060742
5.611127,53.05989
5.625443,53.059044
5.639758,53.058197
5.654073,53.05734
5.668372,53.056489
5.682685,53.055628
5.696998,53.054774
5.711311,53.05391
5.725622,53.053043
5.739919,53.052185
5.754229,53.051315
5.768539,53.050443
5.782849,53.04957
5.797143,53.048696
5.811451,53.047819
5.825759,53.046941
5.840066,53.046061
5.854358,53.045179
5.868664,53.044296
5.882969,53.043412
5.897259,53.042516
5.911563,53.041628
5.925867,53.040737
5.940155,53.039837
5.954457,53.038943
5.968759,53.038039
5.983045,53.037142
5.997346,53.036235
6.011645,53.035325
6.02593,53.034423
6.040229,53.03351
6.054512,53.032596
6.068809,53.03168
6.083091,53.030762
6.097388,53.029843
6.111683,53.028921
6.125964,53.027999
6.140258,53.027074
6.154537,53.026147
6.16883,53.025219
6.183108,53.02429
6.197399,53.02335
6.211676,53.022416
6.225952,53.021482
6.240242,53.020536
6.254516,53.019598
6.268805,53.018649
6.283078,53.017698
6.297366,53.016755
6.311638,53.015801
6.325909,53.014845
6.340195,53.013897
6.354464,53.012938
6.368749,53.011977
6.383017,53.011015
6.397285,53.010051
6.411568,53.009085
6.425834,53.008117
6.440101,53.007148
6.454381,53.006168
6.468646,53.005195
6.48291,53.004221
6.497173,53.003245
6.511451,53.002258
6.525713,53.001279
6.539974,53.000289
6.554235,52.999306
6.56851,52.998312
6.582769,52.997317
6.597028,52.996329
6.611286,52.995331
6.625544,52.994331
6.639815,52.993328
6.654071,52.992334
6.668327,52.991329
6.682581,52.990321
6.696835,52.989313
6.711089,52.988302
6.725356,52.987281
6.739608,52.986267
6.753859,52.985252
6.76811,52.984235
6.782359,52.983207
6.796608,52.982186
6.810857,52.981164
6.825105,52.980131
6.839352,52.979106
6.853598,52.978069
6.867843,52.977031
6.882088,52.976001
6.896333,52.974959
6.910576,52.973916
6.924819,52.972871
6.939061,52.971834
6.953302,52.970786
6.967543,52.969736
6.981783,52.968684
6.996022,52.967631
7.01026,52.966567
7.024498,52.965511
7.038735,52.964452
7.052972,52.963392
7.067207,52.962331
7.081427,52.961258
7.095661,52.960193
7.109894,52.959118
7.124127,52.958049
7.138359,52.95697
7.15259,52.955898
7.166805,52.954816
7.181035,52.953732
7.195264,52.952655
7.209492,52.951568
7.22372,52.950478
7.237932,52.949388
7.252158,52.948295
7.266383,52.947201
7.280607,52.946105
7.294816,52.945008
7.309039,52.943908
4.606371,53.105283
4.620719,53.104585
4.635082,53.103885
4.649429,53.103183
4.663776,53.10248
4.678137,53.101775
4.692483,53.101068
4.706844,53.100359
4.721189,53.09964
4.735533,53.098928
4.749892,53.098214
4.764236,53.09749
4.778594,53.096773
4.792937,53.096054
4.807279,53.095324
4.821636,53.094593
4.835977,53.093869
4.850318,53.093134
4.864673,53.092406
4.879013,53.091668
4.893353,53.090928
4.907691,53.090187
4.922045,53.089444
4.936383,53.088698
4.95072,53.087952
4.965057,53.087203
4.979409,53.086453
4.993745,53.085701
5.008081,53.084948
5.022416,53.084183
5.108431,53.079597
5.122777,53.078821
5.137108,53.078052
5.151439,53.077272
5.165769,53.076491
5.180098,53.075708
5.194428,53.074932
5.208756,53.074145
5.223084,53.073357
5.237412,53.072567
5.251739,53.071775
5.266065,53.070982
5.280391,53.070186
5.294717,53.069381
5.309041,53.068582
5.323381,53.067782
5.337705,53.066971
5.352028,53.066168
5.366336,53.065362
5.380658,53.064546
5.39498,53.063737
5.409301,53.062918
5.423622,53.062096
5.437942,53.061282
5.452261,53.060458
5.466581,53.059631
5.480899,53.058803
5.495217,53.057973
5.509534,53.057151
5.523851,53.056318
5.538167,53.055483
5.552468,53.054638
5.566783,53.053799
5.581098,53.052959
5.595412,53.052118
5.609726,53.051274
5.624039,53.05042
5.638336,53.049573
5.652648,53.048715
5.666959,53.047865
5.68127,53.047004
5.695565,53.046151
5.709875,53.045287
5.724184,53.044429
5.738492,53.043561
5.752785,53.042692
5.767092,53.041821
5.781399,53.040948
5.795705,53.040082
5.809996,53.039206
5.824301,53.038328
5.838605,53.037439
5.852894,53.036558
5.867197,53.035675
5.8815,53.03479
5.895787,53.033904
5.910088,53.033006
5.924374,53.032117
5.938674,53.031225
5.952973,53.030323
5.967258,53.029427
5.981556,53.028522
5.995839,53.027623
6.010136,53.026715
6.024418,53.025804
6.038714,53.024891
6.052994,53.023986
6.067289,53.02307
6.081583,53.022152
6.095861,53.021233
6.110154,53.020312
6.124432,53.019389
6.138708,53.018465
6.152999,53.017539
6.167275,53.016602
6.181565,53.015672
6.195839,53.014741
6.210128,53.013809
6.2244,53.012865
6.238673,53.011929
6.252959,53.010982
6.26723,53.010042
6.281516,53.009091
6.295785,53.008139
6.310055,53.007195
6.324338,53.006239
6.338606,53.005282
6.352873,53.004323
6.367155,53.003371
6.381421,53.002409
6.395686,53.001445
6.409965,53.00048
6.424229,52.999503
6.438492,52.998534
6.452755,52.997563
6.467032,52.996591
6.481293,52.995617
6.495554,52.994632
6.509814,52.993654
6.524073,52.992666
6.538347,52.991685
6.552605,52.990694
6.566862,52.989709
6.581119,52.988715
6.595375,52.987727
6.609645,52.986728
6.6239,52.985729
6.638154,52.984727
6.652407,52.983723
6.666659,52.982718
6.680911,52.98172
6.695162,52.980703
6.709413,52.979693
6.723663,52.978681
6.737912,52.977667
6.752175,52.976651
6.766423,52.975635
6.78067,52.974607
6.794916,52.973587
6.809162,52.972565
6.823407,52.971532
6.837651,52.970507
6.851895,52.969471
6.866138,52.968433
6.88038,52.967402
6.894621,52.966361
6.908847,52.965318
6.923087,52.964274
6.937327,52.963236
6.951565,52.962189
6.965803,52.961139
6.98004,52.960088
6.994277,52.959035
7.008513,52.95798
7.022747,52.956915
7.036982,52.955856
7.0512,52.954797
7.065433,52.953735
7.079665,52.952663
7.093896,52.951598
7.108127,52.950523
7.122342,52.949455
7.136571,52.948376
7.150799,52.947305
7.165027,52.946223
7.179254,52.945147
7.193465,52.944062
7.207691,52.942975
7.221915,52.941886
7.236125,52.940795
7.250347,52.939703
7.26457,52.938609
7.278792,52.937513
7.292998,52.936416
7.307218,52.935317
4.605213,53.09664
4.619558,53.095942
4.633918,53.095242
4.648262,53.094549
4.662606,53.093846
4.676964,53.093141
4.691308,53.092425
4.705665,53.091717
4.720007,53.091006
4.734349,53.090294
4.748705,53.089572
4.763046,53.088856
4.777386,53.08814
4.791726,53.087411
4.806081,53.086691
4.82042,53.08596
4.834758,53.085236
4.849111,53.084501
4.863449,53.083765
4.877786,53.083027
4.892122,53.082296
4.906473,53.081555
4.920809,53.080812
4.935144,53.080067
4.949479,53.07932
4.963813,53.078571
4.978162,53.077822
4.992495,53.07707
5.006828,53.076316
5.02116,53.075552
5.107158,53.070967
5.121487,53.070191
5.135815,53.069422
5.150143,53.068642
5.16447,53.067861
5.178797,53.067078
5.193123,53.066303
5.207449,53.065516
5.221774,53.064728
5.236099,53.063938
5.250423,53.063147
5.264746,53.062353
5.27907,53.061549
5.293392,53.060753
5.307714,53.059954
5.322036,53.059154
5.336357,53.058344
5.350678,53.05754
5.364998,53.056734
5.379317,53.055918
5.393636,53.05511
5.407954,53.054291
5.422272,53.05347
5.43659,53.052655
5.450891,53.051832
5.465208,53.051005
5.479523,53.050177
5.493838,53.049357
5.508153,53.048525
5.522467,53.047692
5.536766,53.046857
5.551079,53.046021
5.565391,53.045174
5.579703,53.044334
5.594014,53.043493
5.60831,53.042649
5.62262,53.041796
5.63693,53.040949
5.651239,53.0401
5.665532,53.039242
5.67984,53.03839
5.694147,53.037527
5.708454,53.036672
5.722746,53.035806
5.737051,53.034939
5.751356,53.034069
5.765646,53.033207
5.779949,53.032334
5.794253,53.03146
5.808541,53.030584
5.822843,53.029706
5.837129,53.028827
5.85143,53.027945
5.865731,53.027062
5.880016,53.026169
5.894315,53.025282
5.908598,53.024395
5.922896,53.023496
5.937194,53.022604
5.951476,53.021711
5.965772,53.020808
5.980053,53.019911
5.994348,53.019004
6.008627,53.018095
6.022921,53.017193
6.037199,53.016281
6.051492,53.015367
6.065769,53.014451
6.08006,53.013534
6.094336,53.012614
6.108611,53.011694
6.1229,53.010771
6.137174,53.009847
6.151463,53.008921
6.165735,53.007994
6.180022,53.007064
6.194294,53.006133
6.208564,53.005191
6.22285,53.004257
6.237119,53.003312
6.251388,53.002374
6.265671,53.001425
6.279939,53.000485
6.294206,52.999533
6.308487,52.998579
6.322753,52.997633
6.337018,52.996676
6.351282,52.995717
6.365561,52.994756
6.379824,52.993794
6.394087,52.992831
6.408349,52.991865
6.422625,52.990898
6.436885,52.989929
6.451145,52.988959
6.465404,52.987987
6.479678,52.987003
6.493936,52.986028
6.508193,52.985051
6.522449,52.984063
6.536705,52.983082
6.55096,52.982091
6.565215,52.981107
6.579484,52.980111
6.593737,52.979115
6.60799,52.978126
6.622241,52.977126
6.636493,52.976125
6.650743,52.975121
6.664993,52.974117
6.679242,52.97311
6.69349,52.972102
6.707738,52.971092
6.721985,52.97008
6.736232,52.969067
6.750477,52.968051
6.764722,52.967035
6.778967,52.966007
6.79321,52.964987
6.807453,52.963965
6.821695,52.962933
6.835937,52.961907
6.850178,52.960872
6.864418,52.959834
6.878657,52.958804
6.892896,52.957763
6.907134,52.956721
6.921371,52.955685
6.935593,52.954639
6.949829,52.953591
6.964064,52.952542
6.978298,52.951491
6.992532,52.950438
7.006765,52.949384
7.020997,52.948327
7.035213,52.947261
7.049444,52.946201
7.063674,52.94514
7.077904,52.944077
7.092117,52.943004
7.106345,52.941937
7.120572,52.940861
7.134799,52.939791
7.14901,52.938711
7.163234,52.937628
7.177459,52.936554
7.191682,52.935468
7.20589,52.934382
7.220111,52.933293
7.234333,52.932211
7.248539,52.93112
7.262758,52.930025
7.276978,52.92893
7.291181,52.927833
7.305398,52.926725
4.604054,53.088005
4.618397,53.087307
4.632754,53.086607
4.647095,53.085905
4.661436,53.085202
4.675792,53.084498
4.690132,53.083791
4.704472,53.083082
4.718826,53.082372
4.733165,53.081651
4.747504,53.080938
4.761842,53.080223
4.776194,53.079497
4.790531,53.078779
4.804868,53.078049
4.819204,53.077327
4.833555,53.076594
4.84789,53.075869
4.862224,53.075133
4.876559,53.074394
4.890907,53.073655
4.905241,53.072922
4.919573,53.072179
4.933906,53.071435
4.948238,53.070688
4.962569,53.06994
4.9769,53.06919
4.991245,53.068438
5.005575,53.067676
5.019905,53.066921
5.091544,53.063102
5.105871,53.062337
5.120197,53.061561
5.134522,53.060792
5.148847,53.060013
5.163172,53.059232
5.177496,53.058449
5.191819,53.057664
5.206142,53.056887
5.220465,53.056099
5.234786,53.05531
5.249108,53.054518
5.263429,53.053725
5.277749,53.05293
5.292069,53.052124
5.306388,53.051326
5.320707,53.050526
5.335025,53.049716
5.349343,53.048912
5.36366,53.048107
5.377962,53.047291
5.392278,53.046483
5.406593,53.045663
5.420908,53.044852
5.435223,53.044029
5.449537,53.043205
5.46385,53.042379
5.478148,53.04156
5.492461,53.04073
5.506772,53.039899
5.521084,53.039067
5.535379,53.038232
5.54969,53.037396
5.563999,53.036558
5.578308,53.035718
5.592602,53.034868
5.606909,53.034024
5.621217,53.03318
5.635524,53.032324
5.649815,53.031476
5.664121,53.030626
5.678426,53.029766
5.692716,53.028912
5.707019,53.028049
5.721323,53.027182
5.735611,53.026324
5.749913,53.025455
5.7642,53.024584
5.778501,53.023712
5.792801,53.022838
5.807086,53.021962
5.821385,53.021084
5.835669,53.020205
5.849968,53.019324
5.864265,53.018441
5.878547,53.017556
5.892844,53.01667
5.907124,53.015773
5.92142,53.014884
5.935699,53.013992
5.949993,53.013091
5.964272,53.012196
5.978565,53.011291
5.992842,53.010384
6.007133,53.009484
6.02141,53.008574
6.035685,53.007661
6.049975,53.006757
6.064249,53.005841
6.078538,53.004924
6.092811,53.004005
6.107083,53.003084
6.12137,53.002162
6.135641,53.001238
6.149926,53.000312
6.164196,52.999385
6.178466,52.998447
6.192749,52.997516
6.207017,52.996583
6.221284,52.99564
6.235566,52.994704
6.249832,52.993758
6.264098,52.992818
6.278363,52.991868
6.292642,52.990925
6.306906,52.989972
6.321168,52.989017
6.335431,52.988069
6.349707,52.987111
6.363968,52.98615
6.378229,52.985189
6.392488,52.984225
6.406747,52.98326
6.421021,52.982293
6.435279,52.981324
6.449536,52.980354
6.463792,52.979373
6.478048,52.978399
6.492303,52.977424
6.506557,52.976447
6.520826,52.975459
6.535079,52.974478
6.549332,52.973487
6.563584,52.972504
6.577835,52.971509
6.592085,52.970513
6.606335,52.969524
6.620584,52.968524
6.634832,52.967523
6.64908,52.96652
6.663327,52.965515
6.677573,52.964508
6.691819,52.963501
6.706064,52.962491
6.720308,52.961479
6.734552,52.960466
6.748795,52.959451
6.763037,52.958434
6.777279,52.957408
6.79152,52.956387
6.80576,52.955366
6.819999,52.954334
6.834238,52.953308
6.848461,52.952273
6.862699,52.951245
6.876935,52.950206
6.891171,52.949165
6.905406,52.948122
6.919641,52.947087
6.933874,52.946041
6.948093,52.944994
6.962325,52.943945
6.976557,52.942894
6.990788,52.941841
7.005018,52.940787
7.019233,52.939732
7.033461,52.938674
7.047689,52.937606
7.061916,52.936545
7.076128,52.935482
7.090354,52.934409
7.104579,52.933343
7.118789,52.932275
7.133012,52.931197
7.147235,52.930116
7.161443,52.929044
7.175664,52.92796
7.189885,52.926875
7.20409,52.925797
7.218309,52.924709
7.232527,52.923619
7.24673,52.922527
7.260947,52.921433
7.275163,52.920338
7.289364,52.919242
7.303579,52.918142
4.602896,53.07937
4.617236,53.078672
4.63159,53.077973
4.645929,53.077271
4.660267,53.076568
4.67462,53.075863
4.688957,53.075156
4.703294,53.074449
4.717631,53.073729
4.731982,53.073018
4.746318,53.072305
4.760653,53.071589
4.774988,53.070864
4.789337,53.070145
4.80367,53.069416
4.818004,53.068694
4.832337,53.067961
4.846669,53.067236
4.861001,53.0665
4.875347,53.065762
4.889678,53.065023
4.904009,53.064281
4.918339,53.063548
4.932668,53.062803
4.946997,53.062056
4.961326,53.061308
4.975654,53.060559
4.989981,53.059798
5.004323,53.059045
5.01865,53.05829
5.075951,53.055244
5.090276,53.054472
5.104599,53.053707
5.118923,53.052931
5.133245,53.052153
5.147567,53.051383
5.161889,53.050602
5.17621,53.04982
5.190531,53.049044
5.204836,53.048258
5.219155,53.04747
5.233475,53.04668
5.247793,53.045889
5.262111,53.045096
5.276429,53.044301
5.290746,53.043496
5.305062,53.042698
5.319378,53.041898
5.333679,53.041097
5.347994,53.040285
5.362308,53.03948
5.376622,53.038664
5.390935,53.037856
5.405248,53.037037
5.419545,53.036225
5.433857,53.035402
5.448168,53.034578
5.462479,53.033762
5.476774,53.032934
5.491083,53.032105
5.505392,53.031274
5.519701,53.030441
5.533994,53.029607
5.548301,53.02877
5.562608,53.027933
5.576914,53.027093
5.591205,53.026252
5.60551,53.0254
5.619814,53.024555
5.634103,53.023709
5.648407,53.022852
5.662695,53.022003
5.676997,53.021142
5.691299,53.020289
5.705585,53.019425
5.719886,53.018568
5.734186,53.017701
5.74847,53.016832
5.762769,53.015961
5.777053,53.015098
5.79135,53.014224
5.805632,53.013349
5.819929,53.012471
5.83421,53.011592
5.848505,53.010711
5.862785,53.009819
5.877079,53.008935
5.891358,53.008049
5.905651,53.007162
5.919929,53.006263
5.93422,53.005372
5.948497,53.00448
5.962787,53.003576
5.977063,53.002679
5.991337,53.001773
6.005626,53.000864
6.019899,52.999963
6.034187,52.999051
6.048459,52.998137
6.06273,52.997222
6.077016,52.996314
6.091286,52.995395
6.105556,52.994475
6.11984,52.993553
6.134108,52.992629
6.148376,52.991694
6.162658,52.990767
6.176924,52.989838
6.19119,52.988907
6.20547,52.987966
6.219735,52.987032
6.233999,52.986097
6.248262,52.98515
6.26254,52.984211
6.276802,52.983261
6.291064,52.982319
6.305324,52.981365
6.319584,52.980411
6.333859,52.979454
6.348118,52.978505
6.362376,52.977545
6.376634,52.976583
6.390891,52.97562
6.405147,52.974655
6.419417,52.973688
6.433672,52.972719
6.447927,52.971749
6.46218,52.970768
6.476434,52.969795
6.490686,52.96882
6.504938,52.967834
6.519189,52.966855
6.533439,52.965875
6.547689,52.964884
6.561938,52.9639
6.576186,52.962906
6.590434,52.96191
6.604681,52.960921
6.618927,52.959922
6.633173,52.95892
6.647418,52.957918
6.661662,52.956913
6.675905,52.955907
6.690148,52.954899
6.704391,52.95389
6.718632,52.952879
6.732873,52.951865
6.747113,52.950851
6.761353,52.949834
6.775591,52.948807
6.789815,52.947788
6.804052,52.946766
6.818289,52.945734
6.832525,52.94471
6.84676,52.943674
6.860995,52.942646
6.875229,52.941607
6.889447,52.940567
6.90368,52.939533
6.917911,52.93849
6.932142,52.937444
6.946357,52.936397
6.960587,52.935348
6.974816,52.934297
6.989044,52.933245
7.003257,52.932191
7.017483,52.931135
7.03171,52.930078
7.045935,52.929019
7.060144,52.927949
7.074368,52.926887
7.088592,52.925823
7.102799,52.924748
7.117021,52.92368
7.131242,52.922602
7.145447,52.921532
7.159666,52.92045
7.17387,52.919367
7.188088,52.918291
7.202305,52.917204
7.216507,52.916116
7.230722,52.915026
7.244923,52.913934
7.259137,52.912841
7.273335,52.911746
7.287548,52.910649
7.30176,52.909551
4.587402,53.071422
4.601739,53.070726
4.616091,53.070028
4.630427,53.069338
4.644763,53.068636
4.659099,53.067933
4.673448,53.067229
4.687783,53.066523
4.702117,53.065806
4.716451,53.065096
4.730784,53.064384
4.745132,53.063671
4.759464,53.062947
4.773796,53.06223
4.788127,53.061512
4.802459,53.060783
4.816789,53.060061
4.831119,53.059328
4.845464,53.058594
4.859793,53.057867
4.874121,53.05713
4.888449,53.05639
4.902777,53.055649
4.917104,53.054915
4.931431,53.054171
4.945757,53.053425
4.960083,53.052677
4.974408,53.051927
4.988733,53.051167
5.003057,53.050414
5.017381,53.049659
5.060349,53.047375
5.074671,53.046614
5.088993,53.045842
5.103313,53.045077
5.117634,53.044301
5.131953,53.043533
5.146273,53.042753
5.160592,53.041973
5.17491,53.04119
5.189228,53.040415
5.203545,53.039628
5.217847,53.038841
5.232163,53.038051
5.246479,53.037261
5.260794,53.036468
5.275109,53.035673
5.289423,53.034877
5.303737,53.03407
5.318035,53.033271
5.332348,53.032469
5.34666,53.031657
5.360971,53.030852
5.375267,53.030046
5.389578,53.029229
5.403888,53.028418
5.418197,53.027598
5.432491,53.026776
5.446799,53.025961
5.461107,53.025135
5.475415,53.024308
5.489707,53.023478
5.504013,53.022648
5.518318,53.021815
5.532609,53.020981
5.546913,53.020145
5.561217,53.019307
5.575506,53.018468
5.589808,53.017627
5.604111,53.016785
5.618398,53.015931
5.632699,53.015085
5.646985,53.014237
5.661284,53.013378
5.675584,53.012527
5.689868,53.011665
5.704166,53.01081
5.718449,53.009945
5.732746,53.009078
5.747028,53.008218
5.761324,53.007348
5.775605,53.006476
5.7899,53.005601
5.804179,53.004726
5.818473,53.003849
5.832751,53.00297
5.847044,53.002089
5.861321,53.001207
5.875612,53.000322
5.889888,52.999437
5.904178,52.99854
5.918453,52.997651
5.932727,52.996761
5.947016,52.995859
5.961289,52.994965
5.975576,52.99406
5.989848,52.993162
6.004119,52.992254
6.018404,52.991343
6.032674,52.990441
6.046943,52.989527
6.061227,52.988612
6.075495,52.987695
6.089762,52.986777
6.104029,52.985856
6.11831,52.984934
6.132576,52.984011
6.146841,52.983085
6.16112,52.982158
6.175384,52.98123
6.189647,52.980299
6.203909,52.979358
6.218171,52.978424
6.232447,52.97748
6.246708,52.976542
6.260968,52.975604
6.275227,52.974654
6.289486,52.973702
6.303759,52.972759
6.318016,52.971804
6.332273,52.970848
6.346529,52.969889
6.360785,52.968939
6.375039,52.967977
6.389294,52.967014
6.403547,52.966049
6.4178,52.965082
6.432067,52.964114
6.446319,52.963144
6.460569,52.962164
6.47482,52.961191
6.489069,52.960215
6.503318,52.95923
6.517567,52.958251
6.531814,52.957271
6.546061,52.95628
6.560307,52.955297
6.574553,52.954303
6.588798,52.953307
6.603042,52.952318
6.617286,52.951319
6.631514,52.950318
6.645756,52.949316
6.659997,52.948311
6.674238,52.947315
6.688479,52.946307
6.702718,52.945297
6.716957,52.944277
6.731195,52.943265
6.745432,52.94225
6.759654,52.941234
6.77389,52.940216
6.788125,52.939188
6.80236,52.938167
6.816594,52.937135
6.830827,52.93611
6.845045,52.935075
6.859277,52.934047
6.873508,52.933008
6.887738,52.931977
6.901953,52.930935
6.916182,52.929892
6.93041,52.928846
6.944638,52.927799
6.95885,52.92676
6.973076,52.925709
6.987302,52.924657
7.001511,52.923594
7.015735,52.922539
7.029959,52.921481
7.044167,52.920423
7.058388,52.919363
7.072609,52.918291
7.086815,52.917228
7.101035,52.916162
7.115239,52.915085
7.129457,52.914017
7.143674,52.912937
7.157876,52.911865
7.172092,52.910782
7.186292,52.909697
7.200506,52.908611
7.214706,52.907532
7.228918,52.906442
7.243116,52.905351
7.257327,52.904258
7.271523,52.903163
7.285733,52.902067
4.586248,53.062787
4.600597,53.062091
4.614931,53.061393
4.629265,53.060694
4.643598,53.059993
4.65793,53.05929
4.672278,53.058586
4.686609,53.057879
4.700941,53.057171
4.715271,53.056461
4.729602,53.05575
4.743932,53.055037
4.758261,53.054313
4.772605,53.053597
4.786934,53.052869
4.801262,53.05215
4.81559,53.051419
4.829917,53.050696
4.844244,53.049961
4.85857,53.049235
4.872896,53.048497
4.887221,53.047758
4.901546,53.047017
4.91587,53.046274
4.930194,53.045539
4.944517,53.044793
4.95884,53.044045
4.973163,53.043296
4.987485,53.042535
5.001806,53.041783
5.044768,53.039505
5.059087,53.038745
5.073406,53.037984
5.087725,53.037211
5.102043,53.036446
5.11636,53.035671
5.130662,53.034902
5.144979,53.034124
5.159295,53.033343
5.17361,53.032569
5.187925,53.031785
5.20224,53.031
5.216554,53.030212
5.230852,53.029423
5.245165,53.028632
5.259478,53.027839
5.27379,53.027045
5.288101,53.026248
5.302397,53.025451
5.316707,53.024642
5.331017,53.023841
5.345326,53.023038
5.35962,53.022225
5.373928,53.021418
